chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,tempogram,chroma_cqt,chroma_cens,melspectrogram,mfcc,poly_features,tonnetz,rms,zero_crossing_rate
0.6011488243103345,0.5672529684585552,0.7048182870341824,0.5992220291339561,0.7091941805740326,0.6480317342511039,0.7276434395619144,0.9355463341264276,0.1618399020198273,0.7689131865284163,0.3511487977668525,0.3092639983038633,0.4113589826897783,0.39699990030815935
0.5536698525004027,0.5932025161485814,0.676351268308611,0.5903479604578089,0.6580043025113288,0.5758490029145126,0.7242049628023195,0.9581792260145168,0.18506409463179915,0.7271736568956502,0.42379879557972855,0.45699280640555984,0.4876020147843898,0.45182083605911777
0.6030230756061303,0.5805629153770167,0.7354410118239367,0.6440013863335556,0.6491696122615086,0.6978814231842211,0.6709702261215853,0.9041255904321512,0.030394556724356554,0.6358656573027655,0.13751869941976771,0.3238368114364229,0.16917522220815728,0.37074074591789563
0.7083812102875067,0.6292018024369914,0.738538936007809,0.6464786951838202,0.6324305002563887,0.7024388365834132,0.7631563757504726,0.943765486274367,0.048289916880449195,0.740973008342437,0.16895452411599035,0.4249536599317795,0.20289641998639144,0.4353949268225834
0.7025249057123177,0.49090905687525094,0.6707320294926089,0.5326291678764623,0.6720411899925477,0.6821147203799047,0.8223141258291331,0.9585025569337602,0.10590727770897577,0.7750300366776348,0.28099691442175134,0.41089512085590973,0.31390332512867475,0.35049005638095043
0.6221597674144677,0.45238033250989934,0.6312096103745986,0.47747321126277786,0.6435363020616122,0.5585497308582095,0.6581728853092866,0.9029041180705653,0.13658027853838056,0.7163882986229755,0.24550478265140965,0.410999034792396,0.3212736848533204,0.26903185489562537
0.7009258938552538,0.5967036375699157,0.7168928565978903,0.6225428011514911,0.6204197698002168,0.5942478792886544,0.6608954315624067,0.8844588033593906,0.3006187767211283,0.9173972961401978,0.4951430420561097,0.4002821060622865,0.5634739294712708,0.4144776145314511
0.5123972770908951,0.48370802569894217,0.5856201846584228,0.47501747348165024,0.7023322814680698,0.820993380348471,0.6971025951613038,0.9348970255439288,0.10809354157836136,0.7117229726155327,0.32147912446063054,0.43837664837345813,0.34705700042868703,0.37791709797556006
0.708297458055299,0.6149218822299931,0.6772279143032731,0.6137747057846248,0.6459961869831116,0.5304004976213068,0.7639227757656255,0.9563084839931384,0.12827613550013472,0.7469291742994584,0.3539845579198041,0.48809761009876934,0.37568048392399045,0.45959965990980006
0.7036029112335873,0.49704020229195517,0.6863303024145164,0.5391223684090752,0.6176204932274086,0.5717800464163604,0.59238123224007,0.8987106635650357,0.21615656789539198,0.8631640342507386,0.37305415521114704,0.31184070571665357,0.46841602121730347,0.25541803116896805
