chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,tempogram,chroma_cqt,chroma_cens,melspectrogram,mfcc,poly_features,tonnetz,rms,zero_crossing_rate
-0.6717773998730315,-0.08003374507237823,-0.03309355267299973,-0.04728195903782062,1.4201424926209478,0.03641745895917152,0.08191246884270269,0.1409147316323344,0.289805678227265,0.1710327037358575,0.23907727657786276,-1.4692862708802428,0.357722487213339,-0.06509871758574266
-1.254476297658641,0.19479539213503358,-0.49132722767317194,-0.13968418372018895,0.14933072880018464,-0.5870483404660736,0.037686160984165835,0.6737905241038938,0.5468806869701047,-0.2769450843121963,0.7964263485139703,0.33429390422296135,0.8894813728856668,0.45591458449786293
-0.6487751291287203,0.06093060897234198,0.4598405284896012,0.4189880661436713,-0.06999443320609258,0.46698548522102257,-0.6470286176283473,-0.5988649562185414,-1.1651991891376234,-1.2569263166977869,-1.3998289950788227,-1.2913708243325752,-1.3313940531917021,-0.3146633875677819
0.6442619062424544,0.5760603339717285,0.5097078221929792,0.4447833194083945,-0.4855504231219676,0.5063493515589305,0.5386862552157103,0.33442898672328336,-0.9671105000947893,-0.12884080541834675,-1.1586627425331057,-0.05686317712002634,-1.0962047373754271,0.299804202691716
0.5723887781823068,-0.8885846917828245,-0.5817801296149988,-0.7406875154649882,0.4978027786204807,0.33080332937607926,1.2995838997603444,0.6814031270657384,-0.32932800378973454,0.2366830122989229,-0.2991070077172218,-0.2284999938924026,-0.3219843718062274,-0.5071241414856729
-0.4139147520207122,-1.29663866642307,-1.2179726136939426,-1.3150050333457914,-0.20984389450996563,-0.736467796925327,-0.811630321844031,-0.6276236785188384,0.010199922460911288,-0.39270108311735913,-0.5713920359175675,-0.22723133737122814,-0.27057961826339494,-1.2812956501673516
0.5527644600654943,0.23187542878837217,0.16127082522558617,0.19554816707138367,-0.7837222128083393,-0.42813124277908676,-0.7766124412044129,-1.0619058614014045,1.8259874100635514,1.7646678876827637,1.3437580864172647,-0.35807135729688483,1.4186518911522559,0.10100792535297506
-1.7610054680073286,-0.9648501130082302,-1.9518257188772057,-1.3405756754597824,1.249792758727718,1.5303436232540437,-0.31090937674691477,0.12562720995068385,-0.3051276445898745,-0.4427726206676204,0.011460409685962361,0.1070143776720309,-0.09075325534696091,-0.246459975289967
0.6432340336594113,0.4248230871125679,-0.4772158548005593,0.10424940122980965,-0.14877614412271878,-0.9796019077892723,0.5485438303522456,0.6297451965301564,-0.08172093265025324,-0.06491507184757533,0.26083238101092665,0.7140438528784087,0.1088819279526095,0.529843835161918
0.5856189010157403,-0.823650326641129,-0.3306946895284766,-0.6730763444882639,-0.8532155137018326,-0.6221932451956761,-1.6578544223972171,-0.726355665746838,0.8910518695650281,1.182598637894223,0.4071286325249437,-1.4378279624672299,0.7556681931174485,-1.41068022116468
0.09573344824216111,-1.3113395483833916,-1.0668988862908086,-1.4523993775238084,-0.09829522660276946,-0.3916119145121847,-0.6446311963416946,-0.7944374641387068,0.7852072090914971,1.2178465701242398,0.4340531959581903,0.4618701593685646,0.6647040316326533,-1.5049613837002285
0.2873259083829798,0.4405036604211506,0.16361631640569083,0.3961497987909561,-1.0175494233355649,1.0586495994981444,1.0274389238281305,0.6068652328671836,0.6233316371875257,0.8359745654213655,1.3604756660622868,0.7534444868887614,0.9352165895384077,0.5435762826627242
-0.19982521936040246,-0.03195804196366021,-0.6909178561062754,-0.3494774538451869,0.008735843270848389,-1.157320234803997,0.3441080493737183,0.6946479748576604,0.40392935033772215,-0.6422176556744068,-0.033718964479790954,-0.7401358361253739,0.2932704516912574,0.304333096689547
-0.2930355565599799,-0.0410611134843052,0.3173090636661367,0.1466292151312719,0.5349833713918779,-0.8643504811480359,0.42903305864374436,0.369572324990251,-0.2538988530627731,0.3524649239032395,0.013463831581414162,0.39408836042439443,-0.016355243914091072,-0.3534332952128995
0.1653569840249209,-0.49089989074881946,0.38539124213967635,-0.08308138347604122,-0.3610272001873922,-0.7903068813198987,1.1359450465229435,0.8594355819355031,0.1502790691747484,1.087967084985968,0.003759120577080305,-0.34591594516525825,0.16220115362360296,-0.912874997845223
-0.4461184369508199,0.3454773279135245,0.9088814851826601,0.7389308454212014,0.857629722630338,-0.7742581545432022,0.07219466239656304,0.5684897228599435,0.9234902132230607,0.705332730274166,0.7339606075983968,0.13780370742728887,0.9439383155586983,-0.10636446878722063
